IdCliente;Sexo;Jubilado;Pareja;Dependientes;Antigüedad;Teléfono;MultiplesLíneas;Internet;SeguridadOnline;BackupOnline;SeguroDispositivo;SoporteTécnico;Televisión;Cine;Contrato;FacturaElectrónica;MétodoPago;CargoMensual;TotalFacturado;Baja
4544-RXFMG;Hombre;0;Sí;Sí;8;Sí;No;DSL;No;No;No;No;No;No;Un año;Sí;Cheque por correo;43.45;345.5;No
0859-YGKFW;Hombre;0;Sí;Sí;18;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Transferencia bancaria (automática);20.05;345.9;No
1150-FTQGN;Mujer;0;Sí;Sí;60;Sí;Sí;Fibra óptica;Sí;Sí;No;No;Sí;No;Un año;No;Transferencia bancaria (automática);94.15;5811.8;No
9223-UCPVT;Mujer;0;No;No;1;Sí;No;Fibra óptica;No;No;Sí;No;Sí;Sí;Mes a mes;No;Cheque electrónico;94.4;94.4;Sí
7196-LIWRH;Mujer;0;No;No;6;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;19.55;124.45;No
5448-VWNAM;Mujer;0;No;Sí;19;Sí;Sí;DSL;Sí;Sí;No;Sí;Sí;No;Mes a mes;Sí;Cheque por correo;75.9;1375.6;No
1177-XZBJL;Hombre;0;Sí;Sí;53;Sí;Sí;DSL;Sí;Sí;No;Sí;No;No;Un año;No;Transferencia bancaria (automática);64.15;3491.55;No
3518-FSTWG;Hombre;1;Sí;No;72;Sí;Sí;Fibra óptica;Sí;Sí;Sí;No;Sí;Sí;Dos años;Sí;Transferencia bancaria (automática);109.55;7920.7;No
9330-VOFSZ;Mujer;0;Sí;No;60;Sí;Sí;Fibra óptica;No;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Tarjeta crédito (automática);110.8;6640.7;No
4351-QLCSU;Mujer;0;No;No;1;Sí;No;DSL;No;No;No;No;Sí;No;Mes a mes;Sí;Tarjeta crédito (automática);55;55;Sí
0939-EREMR;Mujer;0;No;Sí;13;Sí;No;DSL;No;No;Sí;Sí;No;No;Mes a mes;No;Cheque por correo;53.45;718.1;No
9389-ACWBI;Mujer;0;Sí;Sí;5;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;No;Tarjeta crédito (automática);69.95;320.4;No
5419-JPRRN;Hombre;0;No;No;1;Sí;Sí;Fibra óptica;No;No;Sí;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;101.45;101.45;Sí
3644-QXEHN;Hombre;0;Sí;Sí;13;Sí;No;Fibra óptica;No;No;Sí;No;Sí;Sí;Mes a mes;No;Cheque electrónico;97;1334.45;No
2911-IJORQ;Hombre;0;No;No;37;Sí;Sí;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Un año;Sí;Transferencia bancaria (automática);90.6;3358.65;No
5921-NGYRH;Hombre;0;Sí;No;64;Sí;No;Fibra óptica;Sí;No;No;No;No;No;Mes a mes;Sí;Cheque por correo;73.55;4764;No
2100-BDNSN;Mujer;0;Sí;No;5;Sí;Sí;DSL;No;No;Sí;Sí;Sí;No;Mes a mes;No;Transferencia bancaria (automática);67.95;350.3;Sí
5998-DZLYR;Mujer;0;Sí;No;61;Sí;Sí;Fibra óptica;No;Sí;No;Sí;No;Sí;Dos años;Sí;Transferencia bancaria (automática);94.35;5703;No
0488-GSLFR;Mujer;0;No;No;1;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;69.5;69.5;Sí
9318-NKNFC;Hombre;0;No;No;1;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;Sí;Cheque por correo;18.85;18.85;Sí
3985-HOYPM;Hombre;0;No;No;26;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Cheque por correo;19.4;525.55;No
9728-FTTVZ;Mujer;0;No;No;1;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;69.2;69.2;Sí
9548-LERKT;Hombre;0;Sí;No;24;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;19.75;483.15;No
6576-FBXOJ;Hombre;0;Sí;No;17;No;Sin servicio de telefonía;DSL;No;No;Sí;Sí;Sí;Sí;Un año;No;Cheque electrónico;54.6;934.8;No
4310-KEDTB;Mujer;0;No;Sí;26;No;Sin servicio de telefonía;DSL;No;No;Sí;No;No;No;Mes a mes;Sí;Cheque por correo;29.8;786.5;No
7254-IQWOZ;Hombre;0;No;No;1;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;69.65;69.65;Sí
2474-BRUCM;Hombre;1;Sí;No;40;Sí;Sí;Fibra óptica;Sí;No;No;No;Sí;Sí;Mes a mes;No;Cheque electrónico;101.85;4086.3;Sí
4062-HBMOS;Hombre;0;No;No;52;Sí;Sí;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;103.05;5364.8;No
0742-NXBGR;Mujer;0;No;No;1;Sí;No;Fibra óptica;No;Sí;Sí;No;No;No;Mes a mes;Sí;Cheque electrónico;82.3;82.3;Sí
2676-ISHSF;Hombre;0;No;No;1;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;20.3;20.3;No
9236-NDUCW;Mujer;0;No;No;21;No;Sin servicio de telefonía;DSL;Sí;No;No;Sí;No;No;Dos años;No;Cheque por correo;35.1;770.4;No
4753-PADAS;Mujer;0;Sí;No;67;Sí;Sí;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Un año;Sí;Transferencia bancaria (automática);105.7;6816.95;No
6103-QCKFX;Mujer;0;Sí;Sí;44;Sí;No;DSL;Sí;No;No;Sí;No;No;Mes a mes;No;Transferencia bancaria (automática);56.25;2419.55;No
7781-EWARA;Hombre;0;Sí;Sí;70;No;Sin servicio de telefonía;DSL;No;Sí;Sí;Sí;Sí;Sí;Un año;No;Cheque electrónico;60.35;4138.7;No
6110-OHIHY;Hombre;0;No;No;3;Sí;No;Fibra óptica;No;No;No;No;Sí;No;Mes a mes;No;Cheque electrónico;79.25;267.6;Sí
7018-FPXHH;Hombre;0;Sí;Sí;56;Sí;No;DSL;Sí;Sí;Sí;No;No;No;Dos años;Sí;Transferencia bancaria (automática);59.8;3457.45;No
5889-LFOLL;Mujer;0;No;No;13;Sí;Sí;Fibra óptica;No;No;No;No;No;Sí;Mes a mes;Sí;Cheque electrónico;84.6;1115.2;Sí
5708-EVONK;Mujer;0;Sí;Sí;58;Sí;Sí;Fibra óptica;Sí;Sí;No;No;No;Sí;Mes a mes;Sí;Transferencia bancaria (automática);93.4;5435.6;Sí
8708-XPXHZ;Mujer;0;Sí;Sí;42;Sí;Sí;Fibra óptica;No;No;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;94.2;4186.3;Sí
0616-ATFGB;Hombre;1;Sí;No;1;No;Sin servicio de telefonía;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electrónico;25.05;25.05;Sí
0572-ZJKLT;Mujer;0;Sí;Sí;46;Sí;Sí;Fibra óptica;Sí;No;Sí;Sí;No;Sí;Dos años;No;Cheque por correo;99.65;4630.2;No
5135-RDDQL;Mujer;0;Sí;Sí;63;Sí;No;DSL;Sí;No;No;No;No;No;Dos años;Sí;Transferencia bancaria (automática);50.65;3221.25;No
1353-LJWEM;Hombre;0;No;No;11;Sí;No;DSL;No;Sí;Sí;Sí;No;No;Mes a mes;Sí;Cheque electrónico;60.9;688.5;No
1794-SWWKL;Hombre;0;Sí;Sí;15;Sí;Sí;DSL;No;No;Sí;Sí;No;No;Mes a mes;Sí;Transferencia bancaria (automática);59.65;867.1;No
6166-YIPFO;Hombre;0;Sí;No;72;No;Sin servicio de telefonía;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Cheque electrónico;64.7;4746.05;No
7016-BPGEU;Mujer;0;No;No;29;No;Sin servicio de telefonía;DSL;No;No;No;No;No;No;Mes a mes;Sí;Tarjeta crédito (automática);25.1;712.85;Sí
6876-ADESB;Hombre;0;No;Sí;1;Sí;No;DSL;No;No;Sí;No;No;No;Mes a mes;No;Cheque electrónico;48.95;48.95;Sí
9332-GYWLO;Mujer;0;Sí;Sí;6;Sí;No;DSL;No;No;No;No;Sí;No;Mes a mes;No;Cheque electrónico;54.85;355.1;No
1963-SVUCV;Hombre;0;No;No;1;Sí;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electrónico;45.3;45.3;Sí
4184-VODJZ;Hombre;0;Sí;Sí;63;Sí;Sí;Fibra óptica;No;Sí;No;No;No;Sí;Un año;Sí;Cheque electrónico;91.35;5764.7;No
0220-EBGCE;Hombre;0;No;No;2;Sí;No;Fibra óptica;No;No;Sí;No;No;Sí;Mes a mes;Sí;Cheque electrónico;85.85;167.3;Sí
1092-WPIVQ;Mujer;0;Sí;Sí;18;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;25.1;428.45;No
7233-IOQNP;Mujer;0;Sí;No;43;No;Sin servicio de telefonía;DSL;Sí;No;No;Sí;No;No;Mes a mes;No;Transferencia bancaria (automática);34;1505.35;No
2834-JKOOW;Mujer;0;No;No;15;No;Sin servicio de telefonía;DSL;Sí;Sí;Sí;Sí;No;No;Un año;No;Cheque por correo;45.9;693.45;No
2754-VDLTR;Hombre;0;No;Sí;10;Sí;Sí;Fibra óptica;No;No;No;No;Sí;Sí;Mes a mes;No;Cheque electrónico;95.2;930.4;Sí
2400-FEQME;Hombre;0;Sí;Sí;55;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;20.5;1177.95;No
3190-XFANI;Hombre;0;No;Sí;49;Sí;Sí;Fibra óptica;No;No;No;Sí;Sí;Sí;Un año;Sí;Transferencia bancaria (automática);100.6;5069.65;Sí
7551-DACSP;Hombre;0;Sí;Sí;6;Sí;No;DSL;No;Sí;Sí;No;No;No;Mes a mes;Sí;Cheque por correo;55.3;324.25;Sí
4957-SREEC;Hombre;0;Sí;Sí;70;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Tarjeta crédito (automática);20.35;1458.1;No
7235-NXZCP;Hombre;1;No;No;2;Sí;Sí;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque por correo;74.85;156.4;Sí
0230-UBYPQ;Hombre;1;Sí;No;63;No;Sin servicio de telefonía;DSL;Sí;No;No;Sí;No;No;Un año;No;Transferencia bancaria (automática);36.1;2298.9;No
4923-ADWXJ;Mujer;0;No;No;25;Sí;No;DSL;No;Sí;No;Sí;No;Sí;Mes a mes;Sí;Transferencia bancaria (automática);65.8;1679.65;No
1763-KUAAW;Mujer;1;No;No;18;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Transferencia bancaria (automática);20.35;369.6;No
1104-TNLZA;Hombre;1;Sí;No;28;Sí;Sí;Fibra óptica;No;Sí;No;Sí;Sí;Sí;Mes a mes;Sí;Cheque electrónico;105.8;2998;No
5195-KPUNQ;Mujer;1;No;No;53;Sí;No;Fibra óptica;Sí;Sí;No;Sí;No;Sí;Un año;Sí;Cheque por correo;96.75;5206.55;No
0520-FDVVT;Hombre;0;No;No;35;Sí;No;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Un año;Sí;Transferencia bancaria (automática);102.35;3626.1;Sí
3439-GVUSX;Hombre;0;No;No;1;No;Sin servicio de telefonía;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque por correo;24.4;24.4;No
1444-VVSGW;Hombre;0;Sí;No;70;Sí;Sí;Fibra óptica;Sí;Sí;Sí;Sí;Sí;Sí;Un año;No;Tarjeta crédito (automática);115.65;7968.85;Sí
5712-PTIWW;Hombre;0;No;No;2;Sí;No;Fibra óptica;No;No;Sí;Sí;No;No;Mes a mes;Sí;Cheque electrónico;79.85;152.45;Sí
5949-HGVJL;Mujer;0;Sí;No;26;Sí;No;DSL;No;Sí;No;Sí;Sí;Sí;Mes a mes;Sí;Cheque electrónico;73.05;1959.5;No
5203-XEHAX;Mujer;0;No;No;34;Sí;No;DSL;Sí;Sí;No;No;No;Sí;Un año;No;Cheque electrónico;64.35;2053.05;No
1635-HDGFT;Mujer;0;No;Sí;19;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;20.5;398.55;No
3315-TOTBP;Hombre;0;No;No;15;Sí;Sí;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque por correo;76;1130.85;Sí
8050-XGRVL;Mujer;0;Sí;Sí;62;Sí;No;DSL;Sí;No;Sí;No;No;No;Un año;No;Tarjeta crédito (automática);54.75;3425.35;No
6661-HBGWL;Mujer;1;No;No;42;Sí;Sí;Fibra óptica;No;Sí;Sí;No;Sí;Sí;Mes a mes;Sí;Transferencia bancaria (automática);104.75;4323.45;Sí
1518-VOWAV;Mujer;0;No;No;9;Sí;No;DSL;Sí;Sí;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;74.65;703.55;Sí
9828-QHFBK;Hombre;0;No;No;24;Sí;No;DSL;Sí;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;51.15;1275.7;No
3908-MKIMJ;Hombre;1;Sí;No;68;No;Sin servicio de telefonía;DSL;Sí;Sí;Sí;No;No;No;Dos años;Sí;Cheque electrónico;41.95;2965.75;No
5012-YSPJJ;Hombre;0;Sí;Sí;31;Sí;No;DSL;No;No;Sí;Sí;No;No;Mes a mes;No;Cheque por correo;54.35;1647;No
5909-ECHUI;Mujer;0;No;No;1;Sí;No;DSL;No;No;No;No;No;Sí;Mes a mes;Sí;Cheque electrónico;56.25;56.25;Sí
1309-BXVOQ;Hombre;0;Sí;No;21;Sí;Sí;Fibra óptica;No;No;Sí;Sí;Sí;Sí;Mes a mes;Sí;Cheque electrónico;106.1;2249.95;Sí
6728-VOIFY;Mujer;0;Sí;No;63;Sí;No;Fibra óptica;No;Sí;No;No;Sí;Sí;Un año;Sí;Cheque electrónico;96;6109.75;No
9317-WZPGV;Mujer;1;No;No;2;Sí;No;Fibra óptica;No;No;No;No;No;Sí;Mes a mes;Sí;Transferencia bancaria (automática);79.75;159.4;Sí
4891-NLUBA;Mujer;0;Sí;Sí;61;No;Sin servicio de telefonía;DSL;No;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Transferencia bancaria (automática);61.45;3751.15;No
2856-HYAPG;Mujer;0;No;No;1;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;No;Cheque electrónico;68.65;68.65;Sí
8969-PRHFK;Hombre;0;No;No;18;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Cheque por correo;19.65;411.25;No
0661-KQHNK;Mujer;0;Sí;Sí;6;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Tarjeta crédito (automática);19;105.5;No
8709-KRDVL;Mujer;0;No;No;33;Sí;Sí;Fibra óptica;No;Sí;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;100;3320.6;No
4488-PSYCG;Hombre;0;No;No;16;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Transferencia bancaria (automática);20.25;327.45;Sí
1427-VERSM;Mujer;0;Sí;No;56;Sí;No;Fibra óptica;No;No;Sí;Sí;Sí;Sí;Mes a mes;Sí;Cheque electrónico;98.7;5669.5;No
9801-NOSHQ;Hombre;0;No;Sí;23;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Cheque por correo;19.8;465.45;No
6339-YPSAH;Hombre;0;No;No;9;Sí;No;Fibra óptica;No;No;Sí;No;No;No;Mes a mes;Sí;Cheque electrónico;73.8;704.3;No
3621-CEOVK;Mujer;1;Sí;No;14;Sí;Sí;Fibra óptica;No;Sí;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;100.2;1369.8;Sí
6906-ANDWJ;Hombre;0;Sí;Sí;15;Sí;Sí;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Transferencia bancaria (automática);74.9;1107.25;Sí
2159-TURXX;Hombre;0;No;No;5;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Tarjeta crédito (automática);20.05;95.55;No
1548-FEHVL;Hombre;0;Sí;No;61;Sí;Sí;Fibra óptica;Sí;Sí;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;106.2;6375.2;No
3795-CAWEX;Hombre;0;Sí;Sí;70;Sí;Sí;Fibra óptica;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Tarjeta crédito (automática);116.55;8152.3;No
6215-NQCPY;Hombre;0;No;No;15;Sí;Sí;Fibra óptica;Sí;No;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;99.7;1566.75;No
5647-URDKA;Hombre;0;Sí;Sí;8;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;19.7;130.25;No
2229-DPMBI;Mujer;0;Sí;Sí;8;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;19.5;162.15;No
9626-WEQRM;Mujer;0;No;No;4;No;Sin servicio de telefonía;DSL;Sí;No;No;No;No;No;Mes a mes;Sí;Cheque por correo;29.15;110.05;No
2188-SXWVT;Mujer;0;No;No;34;Sí;No;DSL;Sí;Sí;No;No;No;No;Un año;No;Cheque por correo;55;1885.15;No
6258-PVZWJ;Hombre;0;Sí;No;68;Sí;Sí;DSL;Sí;Sí;Sí;Sí;Sí;Sí;Dos años;Sí;Tarjeta crédito (automática);90.8;6302.85;No
1094-BKOSX;Mujer;0;Sí;Sí;45;No;Sin servicio de telefonía;DSL;No;Sí;Sí;Sí;No;Sí;Un año;No;Transferencia bancaria (automática);51;2264.5;No
6969-MVBAI;Mujer;1;No;No;9;Sí;Sí;Fibra óptica;No;No;Sí;No;Sí;No;Mes a mes;Sí;Cheque electrónico;90.1;816.8;No
2978-XXSOG;Mujer;0;No;No;22;Sí;Sí;DSL;Sí;No;No;Sí;No;No;Mes a mes;Sí;Cheque por correo;59.05;1253.5;No
2342-CKIAO;Mujer;0;No;No;2;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;20.3;41.2;No
6953-PBDIN;Hombre;0;Sí;No;70;Sí;Sí;DSL;No;Sí;Sí;Sí;Sí;No;Dos años;No;Transferencia bancaria (automática);72.95;5265.55;No
3898-BSJYF;Mujer;0;No;Sí;10;Sí;Sí;DSL;Sí;No;Sí;Sí;No;Sí;Un año;No;Tarjeta crédito (automática);73.55;693.3;No
3938-YFPXD;Hombre;0;No;No;72;Sí;Sí;DSL;Sí;No;Sí;Sí;Sí;Sí;Dos años;No;Tarjeta crédito (automática);84.3;5997.1;No
7696-AMHOD;Mujer;0;Sí;Sí;49;Sí;No;DSL;No;Sí;Sí;No;Sí;Sí;Un año;No;Tarjeta crédito (automática);78;3824.2;No
2453-SAFNS;Mujer;1;No;No;54;Sí;Sí;DSL;No;Sí;No;Sí;Sí;No;Un año;No;Cheque por correo;72.1;3886.05;No
9558-IHEZX;Mujer;0;No;No;71;Sí;Sí;Fibra óptica;Sí;Sí;Sí;No;Sí;Sí;Dos años;Sí;Tarjeta crédito (automática);106.75;7283.25;No
9617-UDPEU;Mujer;0;No;No;22;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;Sí;Cheque por correo;19.25;412.55;No
6340-DACFT;Mujer;0;Sí;Sí;50;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Tarjeta crédito (automática);20.55;1070.25;No
4955-VCWBI;Mujer;0;Sí;Sí;43;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Un año;No;Cheque por correo;20;817.95;No
6813-GZQCG;Mujer;0;Sí;Sí;45;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;Sí;Tarjeta crédito (automática);24.65;1171.3;No
7426-GSWPO;Hombre;1;No;No;64;Sí;Sí;Fibra óptica;Sí;Sí;No;No;Sí;Sí;Mes a mes;Sí;Transferencia bancaria (automática);103.5;6548.65;No
3389-KTRXV;Mujer;0;Sí;Sí;23;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Cheque por correo;23.85;625.65;No
3118-UHVVQ;Mujer;0;Sí;No;68;Sí;Sí;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Tarjeta crédito (automática);25.8;1911.5;No
1031-IIDEO;Mujer;0;No;No;1;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;70.85;70.85;Sí
5832-XKAES;Hombre;0;No;No;2;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Tarjeta crédito (automática);69.8;134.7;Sí
3205-MXZRA;Hombre;0;No;No;26;Sí;No;DSL;No;No;No;Sí;Sí;No;Un año;No;Tarjeta crédito (automática);59.45;1507;No
4701-AHWMW;Hombre;0;Sí;No;55;No;Sin servicio de telefonía;DSL;No;No;Sí;Sí;Sí;Sí;Mes a mes;Sí;Transferencia bancaria (automática);54.55;2978.3;Sí
8317-BVKSO;Hombre;0;No;No;14;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;Sí;Cheque electrónico;20.05;299.3;No
5702-KVQRD;Hombre;0;Sí;No;71;Sí;No;DSL;Sí;No;Sí;Sí;Sí;Sí;Dos años;Sí;Cheque electrónico;82.55;5832.65;No
0083-PIVIK;Hombre;0;No;No;64;Sí;Sí;DSL;Sí;Sí;Sí;Sí;Sí;No;Un año;No;Cheque electrónico;81.25;5567.55;No
9210-IAHGH;Mujer;0;No;No;7;Sí;No;DSL;No;No;No;Sí;Sí;Sí;Mes a mes;Sí;Tarjeta crédito (automática);70.75;450.8;Sí
6169-PGNCD;Mujer;0;No;No;57;Sí;No;DSL;Sí;Sí;Sí;Sí;Sí;No;Dos años;Sí;Tarjeta crédito (automática);74.3;4166.35;No
0023-XUOPT;Mujer;0;Sí;No;13;Sí;Sí;Fibra óptica;No;Sí;Sí;No;Sí;No;Mes a mes;No;Cheque electrónico;94.1;1215.6;Sí
4592-IWTJI;Mujer;0;Sí;Sí;3;No;Sin servicio de telefonía;DSL;Sí;No;No;No;No;No;Mes a mes;No;Tarjeta crédito (automática);29.7;91.7;Sí
4909-JOUPP;Hombre;1;Sí;No;72;Sí;Sí;Fibra óptica;No;Sí;Sí;Sí;Sí;Sí;Dos años;No;Tarjeta crédito (automática);109.7;7898.45;No
4657-FWVFY;Mujer;0;Sí;Sí;40;Sí;Sí;Fibra óptica;No;Sí;Sí;No;Sí;No;Mes a mes;Sí;Tarjeta crédito (automática);96.35;3915.4;No
2257-BOVXD;Hombre;0;Sí;No;14;Sí;Sí;DSL;No;No;No;Sí;Sí;No;Mes a mes;Sí;Tarjeta crédito (automática);66.6;979.5;No
7729-JTEEC;Hombre;0;Sí;Sí;2;Sí;No;DSL;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;44.5;90.05;No
7632-MNYOY;Hombre;1;No;No;66;Sí;Sí;Fibra óptica;No;Sí;Sí;Sí;Sí;Sí;Un año;No;Tarjeta crédito (automática);110.9;7432.05;Sí
6518-LGAOV;Mujer;0;Sí;No;38;Sí;Sí;Fibra óptica;No;No;Sí;Sí;Sí;Sí;Mes a mes;Sí;Cheque electrónico;105;4026.4;Sí
7242-QZLXF;Hombre;0;No;Sí;1;No;Sin servicio de telefonía;DSL;No;No;No;No;No;No;Mes a mes;Sí;Cheque electrónico;25.3;25.3;Sí
4576-CSAJH;Hombre;0;No;No;22;Sí;No;DSL;No;Sí;No;Sí;No;No;Un año;Sí;Tarjeta crédito (automática);55.15;1193.05;Sí
1000-AJSLD;Hombre;0;No;No;1;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;Sí;Cheque por correo;20.1;20.1;Sí
9696-RMYBA;Hombre;0;No;No;5;Sí;No;Fibra óptica;No;No;No;No;Sí;No;Mes a mes;Sí;Cheque por correo;80.1;398.55;No
8690-UPCZI;Hombre;0;Sí;Sí;29;Sí;Sí;DSL;Sí;No;No;Sí;Sí;No;Un año;No;Transferencia bancaria (automática);69.05;1958.45;No
1062-LHZOD;Hombre;0;Sí;Sí;1;Sí;No;Fibra óptica;No;No;No;No;No;No;Mes a mes;Sí;Cheque por correo;69.9;69.9;Sí
9770-LXDBK;Mujer;0;No;No;3;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Mes a mes;No;Cheque por correo;20.4;63.15;No
4086-WITJG;Hombre;0;Sí;Sí;71;Sí;No;No;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Sin servicio de Internet;Dos años;No;Tarjeta crédito (automática);19.7;1301.1;No
8344-WFMFH;Hombre;0;No;Sí;9;Sí;No;DSL;No;Sí;No;No;No;No;Mes a mes;Sí;Cheque electrónico;50.1;484.05;No
9600-NAXZN;Hombre;0;No;No;43;Sí;Sí;Fibra óptica;No;Sí;No;No;Sí;Sí;Mes a mes;Sí;Cheque electrónico;101.4;4528;Sí
8822-KNBHV;Mujer;0;No;No;48;Sí;Sí;DSL;Sí;Sí;Sí;No;Sí;Sí;Un año;Sí;Tarjeta crédito (automática);83.45;3887.85;No
